image,xmin,ymin,xmax,ymax
frame_000221.PNG,761.58,151.31,824.55,210.06
frame_000222.PNG,763.58,153.57,826.9,212.92
frame_000223.PNG,765.58,155.83,829.25,215.78
frame_000224.PNG,767.59,158.09,831.6,218.64
frame_000225.PNG,769.59,160.35,833.95,221.5
frame_000226.PNG,771.59,162.61,836.3,224.36
frame_000227.PNG,773.59,164.87,838.65,227.22
frame_000228.PNG,775.6,167.14,841.0,230.08
frame_000229.PNG,777.6,169.4,843.35,232.94
frame_000230.PNG,779.6,171.66,845.7,235.8
frame_000231.PNG,781.51,174.07,848.12,238.86
frame_000232.PNG,783.41,176.49,850.54,241.92
frame_000233.PNG,785.31,178.91,852.96,244.98
frame_000234.PNG,787.22,181.33,855.38,248.04
frame_000235.PNG,789.12,183.75,857.8,251.1
frame_000236.PNG,791.02,186.16,860.22,254.16
frame_000237.PNG,792.92,188.58,862.64,257.22
frame_000238.PNG,794.83,191.0,865.06,260.28
frame_000239.PNG,796.73,193.42,867.48,263.34
frame_000240.PNG,798.63,195.83,869.9,266.4
frame_000241.PNG,800.45,198.5,872.22,269.8
frame_000242.PNG,802.27,201.16,874.54,273.2
frame_000243.PNG,804.09,203.82,876.86,276.6
frame_000244.PNG,805.91,206.48,879.18,280.0
frame_000245.PNG,807.73,209.14,881.5,283.4
frame_000246.PNG,809.55,211.8,883.82,286.8
frame_000247.PNG,811.37,214.46,886.14,290.2
frame_000248.PNG,813.19,217.12,888.46,293.6
frame_000249.PNG,815.01,219.78,890.78,297.0
frame_000250.PNG,816.83,222.45,893.1,300.4
frame_000251.PNG,818.58,225.12,895.45,304.07
frame_000252.PNG,820.33,227.8,897.8,307.74
frame_000253.PNG,822.09,230.48,900.15,311.41
frame_000254.PNG,823.84,233.16,902.5,315.08
frame_000255.PNG,825.59,235.84,904.85,318.75
frame_000256.PNG,827.34,238.51,907.2,322.42
frame_000257.PNG,829.09,241.19,909.55,326.09
frame_000258.PNG,830.84,243.87,911.9,329.76
frame_000259.PNG,832.59,246.55,914.25,333.43
frame_000260.PNG,834.34,249.23,916.6,337.1
frame_000261.PNG,835.77,252.3,918.52,340.87
frame_000262.PNG,837.19,255.37,920.44,344.64
frame_000263.PNG,838.61,258.44,922.36,348.41
frame_000264.PNG,840.03,261.51,924.28,352.18
frame_000265.PNG,841.45,264.58,926.2,355.95
frame_000266.PNG,842.87,267.65,928.12,359.72
frame_000267.PNG,844.29,270.72,930.04,363.49
frame_000268.PNG,845.72,273.79,931.96,367.26
frame_000269.PNG,847.14,276.86,933.88,371.03
frame_000270.PNG,848.56,279.93,935.8,374.8
frame_000271.PNG,849.82,282.83,937.31,378.84
frame_000272.PNG,851.09,285.74,938.82,382.88
frame_000273.PNG,852.35,288.64,940.33,386.91
frame_000274.PNG,853.62,291.55,941.84,390.95
frame_000275.PNG,854.88,294.45,943.35,394.99
frame_000276.PNG,856.15,297.36,944.86,399.03
frame_000277.PNG,857.41,300.26,946.37,403.07
frame_000278.PNG,858.68,303.17,947.88,407.11
frame_000279.PNG,859.94,306.07,949.39,411.14
frame_000280.PNG,861.21,308.98,950.89,415.18
frame_000281.PNG,862.22,312.16,952.6,419.39
frame_000282.PNG,863.24,315.35,954.3,423.61
frame_000283.PNG,864.26,318.54,956.0,427.82
frame_000284.PNG,865.27,321.72,957.7,432.03
frame_000285.PNG,866.29,324.91,959.4,436.24
frame_000286.PNG,867.31,328.09,961.1,440.45
frame_000287.PNG,868.32,331.28,962.8,444.66
frame_000288.PNG,869.34,334.47,964.5,448.88
frame_000289.PNG,870.35,337.65,966.2,453.09
frame_000290.PNG,871.37,340.84,967.9,457.3
frame_000291.PNG,872.26,344.42,969.48,462.57
frame_000292.PNG,873.15,348.01,971.06,467.84
frame_000293.PNG,874.04,351.59,972.64,473.11
frame_000294.PNG,874.93,355.18,974.22,478.38
frame_000295.PNG,875.82,358.76,975.8,483.65
frame_000296.PNG,876.71,362.35,977.38,488.92
frame_000297.PNG,877.6,365.93,978.96,494.19
frame_000298.PNG,878.49,369.52,980.54,499.46
frame_000299.PNG,879.38,373.1,982.12,504.73
frame_000300.PNG,880.27,376.69,983.7,510.0
frame_000301.PNG,880.81,381.16,985.23,516.04
frame_000302.PNG,881.36,385.63,986.76,522.08
frame_000303.PNG,881.9,390.1,988.29,528.12
frame_000304.PNG,882.44,394.57,989.82,534.16
frame_000305.PNG,882.98,399.04,991.35,540.2
frame_000306.PNG,883.52,403.52,992.88,546.24
frame_000307.PNG,884.07,407.99,994.41,552.28
frame_000308.PNG,884.61,412.46,995.94,558.32
frame_000309.PNG,885.15,416.93,997.47,564.36
frame_000310.PNG,885.69,421.4,999.0,570.4
frame_000311.PNG,885.69,421.4,999.0,570.4
frame_000312.PNG,885.69,421.4,999.0,570.4
frame_000313.PNG,885.69,421.4,999.0,570.4
frame_000314.PNG,885.69,421.4,999.0,570.4
frame_000315.PNG,885.69,421.4,999.0,570.4
frame_000316.PNG,885.69,421.4,999.0,570.4
frame_000317.PNG,885.69,421.4,999.0,570.4
frame_000318.PNG,885.69,421.4,999.0,570.4
frame_000319.PNG,885.69,421.4,999.0,570.4
frame_000320.PNG,885.69,421.4,999.0,570.4
frame_000321.PNG,885.69,421.4,999.0,570.4
frame_000322.PNG,885.69,421.4,999.0,570.4
frame_000323.PNG,885.69,421.4,999.0,570.4
frame_000324.PNG,885.69,421.4,999.0,570.4
frame_000325.PNG,885.69,421.4,999.0,570.4
frame_000326.PNG,885.69,421.4,999.0,570.4
frame_000327.PNG,885.69,421.4,999.0,570.4
frame_000328.PNG,885.69,421.4,999.0,570.4
frame_000329.PNG,885.69,421.4,999.0,570.4
frame_000330.PNG,885.69,421.4,999.0,570.4
frame_000331.PNG,885.69,421.4,999.0,570.4
frame_000332.PNG,885.69,421.4,999.0,570.4
frame_000333.PNG,885.69,421.4,999.0,570.4
frame_000334.PNG,885.69,421.4,999.0,570.4
frame_000335.PNG,885.69,421.4,999.0,570.4
frame_000336.PNG,885.69,421.4,999.0,570.4
frame_000337.PNG,885.69,421.4,999.0,570.4
frame_000338.PNG,885.69,421.4,999.0,570.4
frame_000339.PNG,885.69,421.4,999.0,570.4
frame_000340.PNG,885.69,421.4,999.0,570.4
frame_000341.PNG,885.69,421.4,999.0,570.4
frame_000342.PNG,885.69,421.4,999.0,570.4
frame_000343.PNG,885.69,421.4,999.0,570.4
frame_000344.PNG,885.69,421.4,999.0,570.4
frame_000345.PNG,885.69,421.4,999.0,570.4
frame_000346.PNG,885.69,421.4,999.0,570.4
frame_000347.PNG,885.69,421.4,999.0,570.4
frame_000348.PNG,885.69,421.4,999.0,570.4
frame_000349.PNG,885.69,421.4,999.0,570.4
frame_000350.PNG,885.69,421.4,999.0,570.4
frame_000351.PNG,885.69,421.4,999.0,570.4
frame_000352.PNG,885.69,421.4,999.0,570.4
frame_000353.PNG,885.69,421.4,999.0,570.4
frame_000354.PNG,885.69,421.4,999.0,570.4
frame_000355.PNG,885.69,421.4,999.0,570.4
frame_000356.PNG,885.69,421.4,999.0,570.4
frame_000357.PNG,885.69,421.4,999.0,570.4
frame_000358.PNG,885.69,421.4,999.0,570.4
frame_000359.PNG,885.69,421.4,999.0,570.4
frame_000360.PNG,885.69,421.4,999.0,570.4
frame_000361.PNG,885.69,421.4,999.0,570.4
frame_000362.PNG,885.69,421.4,999.0,570.4
frame_000363.PNG,885.69,421.4,999.0,570.4
frame_000364.PNG,885.69,421.4,999.0,570.4
frame_000365.PNG,885.69,421.4,999.0,570.4
frame_000366.PNG,885.69,421.4,999.0,570.4
frame_000367.PNG,885.69,421.4,999.0,570.4
frame_000368.PNG,885.69,421.4,999.0,570.4
frame_000369.PNG,885.69,421.4,999.0,570.4
frame_000370.PNG,885.69,421.4,999.0,570.4
frame_000371.PNG,885.69,421.4,999.0,570.4
frame_000372.PNG,885.69,421.4,999.0,570.4
frame_000373.PNG,885.69,421.4,999.0,570.4
frame_000374.PNG,885.69,421.4,999.0,570.4
frame_000375.PNG,885.69,421.4,999.0,570.4
frame_000376.PNG,885.69,421.4,999.0,570.4
frame_000377.PNG,885.69,421.4,999.0,570.4
frame_000378.PNG,885.69,421.4,999.0,570.4
frame_000379.PNG,885.69,421.4,999.0,570.4
frame_000380.PNG,885.69,421.4,999.0,570.4
frame_000381.PNG,885.69,421.4,999.0,570.4
frame_000382.PNG,885.69,421.4,999.0,570.4
frame_000383.PNG,885.69,421.4,999.0,570.4
frame_000384.PNG,885.69,421.4,999.0,570.4
frame_000385.PNG,885.69,421.4,999.0,570.4
frame_000386.PNG,885.69,421.4,999.0,570.4
frame_000387.PNG,885.69,421.4,999.0,570.4
frame_000388.PNG,885.69,421.4,999.0,570.4
frame_000389.PNG,885.69,421.4,999.0,570.4
frame_000390.PNG,885.69,421.4,999.0,570.4
frame_000391.PNG,885.69,421.4,999.0,570.4
frame_000392.PNG,885.69,421.4,999.0,570.4
frame_000393.PNG,885.69,421.4,999.0,570.4
frame_000394.PNG,885.69,421.4,999.0,570.4
frame_000395.PNG,885.69,421.4,999.0,570.4
frame_000396.PNG,885.69,421.4,999.0,570.4
frame_000397.PNG,885.69,421.4,999.0,570.4
frame_000398.PNG,885.69,421.4,999.0,570.4
frame_000399.PNG,885.69,421.4,999.0,570.4
frame_000400.PNG,885.69,421.4,999.0,570.4
frame_000401.PNG,885.69,421.4,999.0,570.4
frame_000402.PNG,885.69,421.4,999.0,570.4
frame_000403.PNG,885.69,421.4,999.0,570.4
frame_000404.PNG,885.69,421.4,999.0,570.4
frame_000405.PNG,885.69,421.4,999.0,570.4
frame_000406.PNG,885.69,421.4,999.0,570.4
frame_000407.PNG,885.69,421.4,999.0,570.4
frame_000408.PNG,885.69,421.4,999.0,570.4
frame_000409.PNG,885.69,421.4,999.0,570.4
frame_000410.PNG,885.69,421.4,999.0,570.4
frame_000411.PNG,885.69,421.4,999.0,570.4
frame_000412.PNG,885.69,421.4,999.0,570.4
frame_000413.PNG,885.69,421.4,999.0,570.4
frame_000414.PNG,885.69,421.4,999.0,570.4
frame_000415.PNG,885.69,421.4,999.0,570.4
frame_000416.PNG,885.69,421.4,999.0,570.4
frame_000417.PNG,885.69,421.4,999.0,570.4
frame_000418.PNG,885.69,421.4,999.0,570.4
frame_000419.PNG,885.69,421.4,999.0,570.4
frame_000420.PNG,885.69,421.4,999.0,570.4
frame_000421.PNG,885.69,421.4,999.0,570.4
frame_000422.PNG,885.69,421.4,999.0,570.4
frame_000423.PNG,885.69,421.4,999.0,570.4
frame_000424.PNG,885.69,421.4,999.0,570.4
frame_000425.PNG,885.69,421.4,999.0,570.4
frame_000426.PNG,885.69,421.4,999.0,570.4
frame_000427.PNG,885.69,421.4,999.0,570.4
frame_000428.PNG,885.69,421.4,999.0,570.4
frame_000429.PNG,885.69,421.4,999.0,570.4
frame_000430.PNG,885.69,421.4,999.0,570.4
frame_000431.PNG,885.69,421.4,999.0,570.4
frame_000432.PNG,885.69,421.4,999.0,570.4
frame_000433.PNG,885.69,421.4,999.0,570.4
frame_000434.PNG,885.69,421.4,999.0,570.4
frame_000435.PNG,885.69,421.4,999.0,570.4
frame_000436.PNG,885.69,421.4,999.0,570.4
frame_000437.PNG,885.69,421.4,999.0,570.4
frame_000438.PNG,885.69,421.4,999.0,570.4
frame_000439.PNG,885.69,421.4,999.0,570.4
frame_000440.PNG,885.69,421.4,999.0,570.4
frame_000441.PNG,885.69,421.4,999.0,570.4
frame_000442.PNG,885.69,421.4,999.0,570.4
frame_000443.PNG,885.69,421.4,999.0,570.4
frame_000444.PNG,885.69,421.4,999.0,570.4
frame_000445.PNG,885.69,421.4,999.0,570.4
frame_000446.PNG,885.69,421.4,999.0,570.4
frame_000447.PNG,885.69,421.4,999.0,570.4
frame_000448.PNG,885.69,421.4,999.0,570.4
frame_000449.PNG,885.69,421.4,999.0,570.4
frame_000450.PNG,885.69,421.4,999.0,570.4
frame_000451.PNG,885.69,421.4,999.0,570.4
frame_000452.PNG,885.69,421.4,999.0,570.4
frame_000453.PNG,885.69,421.4,999.0,570.4
frame_000454.PNG,885.69,421.4,999.0,570.4
frame_000455.PNG,885.69,421.4,999.0,570.4
frame_000456.PNG,885.69,421.4,999.0,570.4
frame_000457.PNG,885.69,421.4,999.0,570.4
frame_000458.PNG,885.69,421.4,999.0,570.4
frame_000459.PNG,885.69,421.4,999.0,570.4
frame_000460.PNG,885.69,421.4,999.0,570.4
frame_000461.PNG,885.69,421.4,999.0,570.4
frame_000462.PNG,885.69,421.4,999.0,570.4
frame_000463.PNG,885.69,421.4,999.0,570.4
frame_000464.PNG,885.69,421.4,999.0,570.4
frame_000465.PNG,885.69,421.4,999.0,570.4
frame_000466.PNG,885.69,421.4,999.0,570.4
frame_000467.PNG,885.69,421.4,999.0,570.4
frame_000468.PNG,885.69,421.4,999.0,570.4
frame_000469.PNG,885.69,421.4,999.0,570.4
frame_000470.PNG,885.69,421.4,999.0,570.4
frame_000471.PNG,885.69,421.4,999.0,570.4
frame_000472.PNG,885.69,421.4,999.0,570.4
frame_000473.PNG,885.69,421.4,999.0,570.4
frame_000474.PNG,885.69,421.4,999.0,570.4
frame_000475.PNG,885.69,421.4,999.0,570.4
frame_000476.PNG,885.69,421.4,999.0,570.4
frame_000477.PNG,885.69,421.4,999.0,570.4
frame_000478.PNG,885.69,421.4,999.0,570.4
frame_000479.PNG,885.69,421.4,999.0,570.4
frame_000480.PNG,885.69,421.4,999.0,570.4
frame_000481.PNG,885.69,421.4,999.0,570.4
frame_000482.PNG,885.69,421.4,999.0,570.4
frame_000483.PNG,885.69,421.4,999.0,570.4
frame_000484.PNG,885.69,421.4,999.0,570.4
frame_000485.PNG,885.69,421.4,999.0,570.4
frame_000486.PNG,885.69,421.4,999.0,570.4
frame_000487.PNG,885.69,421.4,999.0,570.4
frame_000488.PNG,885.69,421.4,999.0,570.4
frame_000489.PNG,885.69,421.4,999.0,570.4
frame_000490.PNG,885.69,421.4,999.0,570.4
frame_000491.PNG,885.69,421.4,999.0,570.4
frame_000492.PNG,885.69,421.4,999.0,570.4
frame_000493.PNG,885.69,421.4,999.0,570.4
frame_000494.PNG,885.69,421.4,999.0,570.4
frame_000495.PNG,885.69,421.4,999.0,570.4
frame_000496.PNG,885.69,421.4,999.0,570.4
frame_000497.PNG,885.69,421.4,999.0,570.4
frame_000498.PNG,885.69,421.4,999.0,570.4
frame_000499.PNG,885.69,421.4,999.0,570.4
frame_000500.PNG,885.69,421.4,999.0,570.4
frame_000501.PNG,885.69,421.4,999.0,570.4
frame_000502.PNG,885.69,421.4,999.0,570.4
frame_000503.PNG,885.69,421.4,999.0,570.4
frame_000504.PNG,885.69,421.4,999.0,570.4
frame_000505.PNG,885.69,421.4,999.0,570.4
frame_000506.PNG,885.69,421.4,999.0,570.4
frame_000507.PNG,885.69,421.4,999.0,570.4
frame_000508.PNG,885.69,421.4,999.0,570.4
frame_000509.PNG,885.69,421.4,999.0,570.4
frame_000510.PNG,885.69,421.4,999.0,570.4
frame_000511.PNG,885.69,421.4,999.0,570.4
frame_000512.PNG,885.69,421.4,999.0,570.4
frame_000513.PNG,885.69,421.4,999.0,570.4
frame_000514.PNG,885.69,421.4,999.0,570.4
frame_000515.PNG,885.69,421.4,999.0,570.4
frame_000516.PNG,885.69,421.4,999.0,570.4
frame_000517.PNG,885.69,421.4,999.0,570.4
frame_000518.PNG,885.69,421.4,999.0,570.4
frame_000519.PNG,885.69,421.4,999.0,570.4
frame_000520.PNG,885.69,421.4,999.0,570.4
frame_000521.PNG,885.69,421.4,999.0,570.4
frame_000522.PNG,885.69,421.4,999.0,570.4
frame_000523.PNG,885.69,421.4,999.0,570.4
frame_000524.PNG,885.69,421.4,999.0,570.4
frame_000525.PNG,885.69,421.4,999.0,570.4
frame_000526.PNG,885.69,421.4,999.0,570.4
frame_000527.PNG,885.69,421.4,999.0,570.4
frame_000528.PNG,885.69,421.4,999.0,570.4
frame_000529.PNG,885.69,421.4,999.0,570.4
frame_000530.PNG,885.69,421.4,999.0,570.4
frame_000531.PNG,885.69,421.4,999.0,570.4
frame_000532.PNG,885.69,421.4,999.0,570.4
frame_000533.PNG,885.69,421.4,999.0,570.4
frame_000534.PNG,885.69,421.4,999.0,570.4
frame_000535.PNG,885.69,421.4,999.0,570.4
frame_000536.PNG,885.69,421.4,999.0,570.4
frame_000537.PNG,885.69,421.4,999.0,570.4
frame_000538.PNG,885.69,421.4,999.0,570.4
frame_000539.PNG,885.69,421.4,999.0,570.4
frame_000540.PNG,885.69,421.4,999.0,570.4
frame_000541.PNG,885.69,421.4,999.0,570.4
frame_000542.PNG,885.69,421.4,999.0,570.4
frame_000543.PNG,885.69,421.4,999.0,570.4
frame_000544.PNG,885.69,421.4,999.0,570.4
frame_000545.PNG,885.69,421.4,999.0,570.4
frame_000546.PNG,885.69,421.4,999.0,570.4
frame_000547.PNG,885.69,421.4,999.0,570.4
frame_000548.PNG,885.69,421.4,999.0,570.4
frame_000549.PNG,885.69,421.4,999.0,570.4
frame_000550.PNG,885.69,421.4,999.0,570.4
frame_000551.PNG,885.69,421.4,999.0,570.4
frame_000552.PNG,885.69,421.4,999.0,570.4
frame_000553.PNG,885.69,421.4,999.0,570.4
frame_000554.PNG,885.69,421.4,999.0,570.4
frame_000555.PNG,885.69,421.4,999.0,570.4
frame_000556.PNG,885.69,421.4,999.0,570.4
frame_000557.PNG,885.69,421.4,999.0,570.4
frame_000558.PNG,885.69,421.4,999.0,570.4
frame_000559.PNG,885.69,421.4,999.0,570.4
frame_000560.PNG,885.69,421.4,999.0,570.4
frame_000561.PNG,885.69,421.4,999.0,570.4
frame_000562.PNG,885.69,421.4,999.0,570.4
frame_000563.PNG,885.69,421.4,999.0,570.4
frame_000564.PNG,885.69,421.4,999.0,570.4
frame_000565.PNG,885.69,421.4,999.0,570.4
frame_000566.PNG,885.69,421.4,999.0,570.4
frame_000567.PNG,885.69,421.4,999.0,570.4
frame_000568.PNG,885.69,421.4,999.0,570.4
frame_000569.PNG,885.69,421.4,999.0,570.4
frame_000570.PNG,885.69,421.4,999.0,570.4
frame_000571.PNG,885.69,421.4,999.0,570.4
frame_000572.PNG,885.69,421.4,999.0,570.4
frame_000573.PNG,885.69,421.4,999.0,570.4
frame_000574.PNG,885.69,421.4,999.0,570.4
frame_000575.PNG,885.69,421.4,999.0,570.4
frame_000576.PNG,885.69,421.4,999.0,570.4
frame_000577.PNG,885.69,421.4,999.0,570.4
frame_000578.PNG,885.69,421.4,999.0,570.4
frame_000579.PNG,885.69,421.4,999.0,570.4
frame_000580.PNG,885.69,421.4,999.0,570.4
frame_000581.PNG,885.69,421.4,999.0,570.4
frame_000582.PNG,885.69,421.4,999.0,570.4
frame_000583.PNG,885.69,421.4,999.0,570.4
frame_000584.PNG,885.69,421.4,999.0,570.4
frame_000585.PNG,885.69,421.4,999.0,570.4
frame_000586.PNG,885.69,421.4,999.0,570.4
frame_000587.PNG,885.69,421.4,999.0,570.4
frame_000588.PNG,885.69,421.4,999.0,570.4
frame_000589.PNG,885.69,421.4,999.0,570.4
frame_000590.PNG,885.69,421.4,999.0,570.4
frame_000591.PNG,885.69,421.4,999.0,570.4
frame_000592.PNG,885.69,421.4,999.0,570.4
frame_000593.PNG,885.69,421.4,999.0,570.4
frame_000594.PNG,885.69,421.4,999.0,570.4
frame_000595.PNG,885.69,421.4,999.0,570.4
frame_000596.PNG,885.69,421.4,999.0,570.4
frame_000597.PNG,885.69,421.4,999.0,570.4
frame_000598.PNG,885.69,421.4,999.0,570.4
frame_000599.PNG,885.69,421.4,999.0,570.4
frame_000600.PNG,885.69,421.4,999.0,570.4
frame_000601.PNG,885.69,421.4,999.0,570.4
frame_000602.PNG,885.69,421.4,999.0,570.4
frame_000603.PNG,885.69,421.4,999.0,570.4
frame_000604.PNG,885.69,421.4,999.0,570.4
frame_000605.PNG,885.69,421.4,999.0,570.4
frame_000606.PNG,885.69,421.4,999.0,570.4
frame_000607.PNG,885.69,421.4,999.0,570.4
frame_000608.PNG,885.69,421.4,999.0,570.4
frame_000609.PNG,885.69,421.4,999.0,570.4
frame_000610.PNG,885.69,421.4,999.0,570.4
frame_000611.PNG,885.69,421.4,999.0,570.4
frame_000612.PNG,885.69,421.4,999.0,570.4
frame_000613.PNG,885.69,421.4,999.0,570.4
frame_000614.PNG,885.69,421.4,999.0,570.4
frame_000615.PNG,885.69,421.4,999.0,570.4
frame_000616.PNG,885.69,421.4,999.0,570.4
frame_000617.PNG,885.69,421.4,999.0,570.4
frame_000618.PNG,885.69,421.4,999.0,570.4
frame_000619.PNG,885.69,421.4,999.0,570.4
frame_000620.PNG,885.69,421.4,999.0,570.4
frame_000621.PNG,885.69,421.4,999.0,570.4
frame_000622.PNG,885.69,421.4,999.0,570.4
frame_000623.PNG,885.69,421.4,999.0,570.4
frame_000624.PNG,885.69,421.4,999.0,570.4
frame_000625.PNG,885.69,421.4,999.0,570.4
frame_000626.PNG,885.69,421.4,999.0,570.4
frame_000627.PNG,885.69,421.4,999.0,570.4
frame_000628.PNG,885.69,421.4,999.0,570.4
frame_000629.PNG,885.69,421.4,999.0,570.4
frame_000630.PNG,885.69,421.4,999.0,570.4
frame_000631.PNG,885.69,421.4,999.0,570.4
frame_000632.PNG,885.69,421.4,999.0,570.4
frame_000633.PNG,885.69,421.4,999.0,570.4
frame_000634.PNG,885.69,421.4,999.0,570.4
frame_000635.PNG,885.69,421.4,999.0,570.4
frame_000636.PNG,885.69,421.4,999.0,570.4
frame_000637.PNG,885.69,421.4,999.0,570.4
frame_000638.PNG,885.69,421.4,999.0,570.4
frame_000639.PNG,885.69,421.4,999.0,570.4
frame_000640.PNG,885.69,421.4,999.0,570.4
frame_000641.PNG,885.69,421.4,999.0,570.4
frame_000642.PNG,885.69,421.4,999.0,570.4
frame_000643.PNG,885.69,421.4,999.0,570.4
frame_000644.PNG,885.69,421.4,999.0,570.4
frame_000645.PNG,885.69,421.4,999.0,570.4
frame_000646.PNG,885.69,421.4,999.0,570.4
frame_000647.PNG,885.69,421.4,999.0,570.4
frame_000648.PNG,885.69,421.4,999.0,570.4
frame_000649.PNG,885.69,421.4,999.0,570.4
frame_000650.PNG,885.69,421.4,999.0,570.4
frame_000651.PNG,885.69,421.4,999.0,570.4
frame_000652.PNG,885.69,421.4,999.0,570.4
frame_000653.PNG,885.69,421.4,999.0,570.4
frame_000654.PNG,885.69,421.4,999.0,570.4
frame_000655.PNG,885.69,421.4,999.0,570.4
frame_000656.PNG,885.69,421.4,999.0,570.4
frame_000657.PNG,885.69,421.4,999.0,570.4
frame_000658.PNG,885.69,421.4,999.0,570.4
frame_000659.PNG,885.69,421.4,999.0,570.4
frame_000660.PNG,885.69,421.4,999.0,570.4
frame_000661.PNG,885.69,421.4,999.0,570.4
frame_000662.PNG,885.69,421.4,999.0,570.4
frame_000663.PNG,885.69,421.4,999.0,570.4
frame_000664.PNG,885.69,421.4,999.0,570.4
frame_000665.PNG,885.69,421.4,999.0,570.4
frame_000666.PNG,885.69,421.4,999.0,570.4
frame_000667.PNG,885.69,421.4,999.0,570.4
frame_000668.PNG,885.69,421.4,999.0,570.4
frame_000669.PNG,885.69,421.4,999.0,570.4
frame_000670.PNG,885.69,421.4,999.0,570.4
frame_000671.PNG,885.69,421.4,999.0,570.4
frame_000672.PNG,885.69,421.4,999.0,570.4
frame_000673.PNG,885.69,421.4,999.0,570.4
frame_000674.PNG,885.69,421.4,999.0,570.4
frame_000675.PNG,885.69,421.4,999.0,570.4
frame_000676.PNG,885.69,421.4,999.0,570.4
frame_000677.PNG,885.69,421.4,999.0,570.4
frame_000678.PNG,885.69,421.4,999.0,570.4
frame_000679.PNG,885.69,421.4,999.0,570.4
frame_000680.PNG,885.69,421.4,999.0,570.4
frame_000681.PNG,885.69,421.4,999.0,570.4
frame_000682.PNG,885.69,421.4,999.0,570.4
frame_000683.PNG,885.69,421.4,999.0,570.4
frame_000684.PNG,885.69,421.4,999.0,570.4
frame_000685.PNG,885.69,421.4,999.0,570.4
frame_000686.PNG,885.69,421.4,999.0,570.4
frame_000687.PNG,885.69,421.4,999.0,570.4
frame_000688.PNG,885.69,421.4,999.0,570.4
frame_000689.PNG,885.69,421.4,999.0,570.4
frame_000690.PNG,885.69,421.4,999.0,570.4
frame_000691.PNG,885.69,421.4,999.0,570.4
frame_000692.PNG,885.69,421.4,999.0,570.4
frame_000693.PNG,885.69,421.4,999.0,570.4
frame_000694.PNG,885.69,421.4,999.0,570.4
frame_000695.PNG,885.69,421.4,999.0,570.4
frame_000696.PNG,885.69,421.4,999.0,570.4
frame_000697.PNG,885.69,421.4,999.0,570.4
frame_000698.PNG,885.69,421.4,999.0,570.4
frame_000699.PNG,885.69,421.4,999.0,570.4
frame_000700.PNG,885.69,421.4,999.0,570.4
frame_000701.PNG,885.69,421.4,999.0,570.4
frame_000702.PNG,885.69,421.4,999.0,570.4
frame_000703.PNG,885.69,421.4,999.0,570.4
frame_000704.PNG,885.69,421.4,999.0,570.4
frame_000705.PNG,885.69,421.4,999.0,570.4
frame_000706.PNG,885.69,421.4,999.0,570.4
frame_000707.PNG,885.69,421.4,999.0,570.4
frame_000708.PNG,885.69,421.4,999.0,570.4
frame_000709.PNG,885.69,421.4,999.0,570.4
frame_000710.PNG,885.69,421.4,999.0,570.4
frame_000711.PNG,885.69,421.4,999.0,570.4
frame_000712.PNG,885.69,421.4,999.0,570.4
frame_000713.PNG,885.69,421.4,999.0,570.4
frame_000714.PNG,885.69,421.4,999.0,570.4
frame_000715.PNG,885.69,421.4,999.0,570.4
frame_000716.PNG,885.69,421.4,999.0,570.4
frame_000717.PNG,885.69,421.4,999.0,570.4
frame_000718.PNG,885.69,421.4,999.0,570.4
frame_000719.PNG,885.69,421.4,999.0,570.4
frame_000720.PNG,885.69,421.4,999.0,570.4
frame_000721.PNG,885.69,421.4,999.0,570.4
frame_000722.PNG,885.69,421.4,999.0,570.4
frame_000723.PNG,885.69,421.4,999.0,570.4
frame_000724.PNG,885.69,421.4,999.0,570.4
frame_000725.PNG,885.69,421.4,999.0,570.4
frame_000726.PNG,885.69,421.4,999.0,570.4
frame_000727.PNG,885.69,421.4,999.0,570.4
frame_000728.PNG,885.69,421.4,999.0,570.4
frame_000729.PNG,885.69,421.4,999.0,570.4
frame_000730.PNG,885.69,421.4,999.0,570.4
frame_000731.PNG,885.69,421.4,999.0,570.4
frame_000732.PNG,885.69,421.4,999.0,570.4
frame_000733.PNG,885.69,421.4,999.0,570.4
frame_000734.PNG,885.69,421.4,999.0,570.4
frame_000735.PNG,885.69,421.4,999.0,570.4
frame_000736.PNG,885.69,421.4,999.0,570.4
frame_000737.PNG,885.69,421.4,999.0,570.4
frame_000738.PNG,885.69,421.4,999.0,570.4
frame_000739.PNG,885.69,421.4,999.0,570.4
frame_000740.PNG,885.69,421.4,999.0,570.4
frame_000741.PNG,885.69,421.4,999.0,570.4
frame_000742.PNG,885.69,421.4,999.0,570.4
frame_000743.PNG,885.69,421.4,999.0,570.4
frame_000744.PNG,885.69,421.4,999.0,570.4
frame_000745.PNG,885.69,421.4,999.0,570.4
frame_000746.PNG,885.69,421.4,999.0,570.4
frame_000747.PNG,885.69,421.4,999.0,570.4
frame_000748.PNG,885.69,421.4,999.0,570.4
frame_000749.PNG,885.69,421.4,999.0,570.4
frame_000750.PNG,885.69,421.4,999.0,570.4
frame_000751.PNG,885.69,421.4,999.0,570.4
frame_000752.PNG,885.69,421.4,999.0,570.4
frame_000753.PNG,885.69,421.4,999.0,570.4
frame_000754.PNG,885.69,421.4,999.0,570.4
frame_000755.PNG,885.69,421.4,999.0,570.4
frame_000756.PNG,885.69,421.4,999.0,570.4
frame_000757.PNG,885.69,421.4,999.0,570.4
